
v1	v2	v3	v4	v5	v6	v7	v8	time
-0.0042876	-0.0071736	0.1769106	0.009951	0.0740843	0.0769451	0.0521488	0.000754	11.6385529041
-0.0041597	-0.0070635	0.1768228	0.0100147	0.0740164	0.0769592	0.0521003	0.0008203	25.5408940315
-0.0041619	-0.007122	0.1768456	0.0099379	0.074006	0.0769362	0.0520827	0.0008184	39.4271500111
-0.004164	-0.0070111	0.1769348	0.0099151	0.0740483	0.0770046	0.0521562	0.0008036	53.2964498997
-0.0040835	-0.0070696	0.1768083	0.0099675	0.0740805	0.0769265	0.0520687	0.0008068	67.2307469845
-0.004175	-0.0070928	0.176864	0.0099338	0.0740329	0.0769777	0.0521301	0.0008238	81.1000449657
-0.0041444	-0.0070638	0.1768917	0.0099731	0.0740199	0.0769913	0.0521358	0.000826	95.034361124
-0.0041718	-0.0070889	0.1768391	0.0100236	0.0740366	0.0769287	0.0521167	0.0008304	108.935640097
