
v1	v2	v3	v4	v5	v6	v7	v8	time
0.0017639	0.0033407	-0.1107052	-0.0099736	-0.0453519	-0.0469953	-0.0335932	-0.0012248	1780.05
0.001769	0.0034213	-0.1114841	-0.0100144	-0.0456906	-0.0473559	-0.0338274	-0.0012033	1792.63
0.0018023	0.0034248	-0.1121491	-0.0099777	-0.0459941	-0.0477272	-0.0340328	-0.0011596	1805.17
0.0018376	0.0034541	-0.1131582	-0.0100745	-0.0463532	-0.0482437	-0.0343248	-0.0011296	1817.76
0.0018129	0.0035002	-0.1139776	-0.0099566	-0.0467482	-0.0484627	-0.0345261	-0.0011071	1830.35
0.0019081	0.0035163	-0.1148699	-0.0099811	-0.0471368	-0.0488154	-0.0347689	-0.0010703	1842.95
0.0018917	0.0035472	-0.1157175	-0.0099401	-0.0474883	-0.0492511	-0.0350388	-0.001048	1855.54
0.0018748	0.0035982	-0.1165724	-0.0099175	-0.0478649	-0.0496496	-0.0352306	-0.001018	1868.15
0.0019164	0.003603	-0.1174221	-0.0099479	-0.0482675	-0.0499612	-0.0354555	-0.000982	1880.72
0.0018948	0.0035693	-0.1182819	-0.0099233	-0.0486602	-0.0502953	-0.0356598	-0.0009416	1893.33
0.001943	0.003697	-0.1190867	-0.0100732	-0.0490398	-0.0507015	-0.0359015	-0.0009293	1905.9
0.0019607	0.0036721	-0.1199387	-0.0100099	-0.0492913	-0.0511103	-0.0361895	-0.0008936	1918.48
0.002026	0.0037043	-0.1207963	-0.0099563	-0.0497265	-0.0515807	-0.0364235	-0.000862	1931.1
0.0020182	0.0037154	-0.1216948	-0.00999	-0.050079	-0.0518684	-0.0366565	-0.0008319	1943.71
0.0020295	0.0037949	-0.1225634	-0.0099568	-0.0504783	-0.0522318	-0.0369044	-0.0008369	1956.28
0.0020409	0.0037706	-0.1233857	-0.0099709	-0.0508227	-0.0526319	-0.0371664	-0.0007587	1968.89
0.0020468	0.0038116	-0.1242103	-0.0099768	-0.051211	-0.0529472	-0.0374024	-0.0007439	1981.49
0.0020252	0.0038628	-0.1250878	-0.0099559	-0.0515188	-0.0534022	-0.0375774	-0.0007188	1994.08
0.0020584	0.0038996	-0.1259135	-0.0099209	-0.0519318	-0.0537389	-0.0378316	-0.0007189	2006.67
0.0018486	0.003998	-0.1269715	-0.0100098	-0.0522827	-0.0541479	-0.0381087	-0.0006524	2019.28
0.0020866	0.0039105	-0.1275762	-0.0099724	-0.0526372	-0.0544214	-0.0382965	-0.0006252	2031.88
0.0021439	0.0039302	-0.1283581	-0.00994	-0.0529658	-0.0548456	-0.0385113	-0.0006009	2044.49
0.002171	0.0039859	-0.1291987	-0.0099502	-0.0533102	-0.0552257	-0.0387444	-0.0005577	2057.08
0.0021564	0.0039808	-0.1300038	-0.0099624	-0.0536709	-0.0555372	-0.0389553	-0.0005411	2069.65
0.0021902	0.0040439	-0.1307731	-0.009945	-0.0540325	-0.0559256	-0.0392807	-0.0005058	2082.23
0.0021897	0.0040141	-0.1316394	-0.0099016	-0.0543828	-0.0562498	-0.0394314	-0.000487	2094.82
0.0021823	0.0040277	-0.1324095	-0.0099353	-0.0547342	-0.0566481	-0.0396267	-0.0004547	2107.39
0.002262	0.0040446	-0.133219	-0.0099406	-0.0550657	-0.0569382	-0.039902	-0.0004291	2119.97
0.0022891	0.0040667	-0.1339688	-0.0099317	-0.0554069	-0.0573006	-0.0400689	-0.0004092	2132.54
0.0022614	0.0041487	-0.1347311	-0.0099418	-0.0557283	-0.057662	-0.0403008	-0.0003684	2145.13
0.0022517	0.0041519	-0.1354553	-0.00992	-0.056051	-0.057998	-0.0404717	-0.0003724	2157.74
0.0022753	0.0041855	-0.1362585	-0.0099482	-0.0563457	-0.0583407	-0.0407074	-0.00033	2170.29
0.0023079	0.0042524	-0.137039	-0.0099425	-0.0566979	-0.0586561	-0.0409158	-0.0002973	2182.87
0.0023648	0.0042696	-0.1377541	-0.0099403	-0.057042	-0.0590241	-0.041147	-0.000275	2195.46
0.0023281	0.0043008	-0.1385163	-0.0098843	-0.0573689	-0.0592929	-0.0414215	-0.000247	2208.02
0.0023211	0.0043289	-0.1392944	-0.0099556	-0.0577028	-0.0596779	-0.0415749	-0.0002265	2220.54
0.0023311	0.004402	-0.139981	-0.009939	-0.0579579	-0.0600207	-0.0417724	-0.0001999	2233.17
0.0023785	0.004355	-0.1407255	-0.0099349	-0.0583146	-0.0603736	-0.0419306	-0.0001702	2245.72
0.0023346	0.0044463	-0.1414844	-0.0099807	-0.058399	-0.0607481	-0.0421951	0.0001246	2258.33
0.0023465	0.0043885	-0.1421759	-0.00996	-0.058925	-0.0609636	-0.0423559	-0.0003836	2270.92
0.0024371	0.0044464	-0.1429162	-0.0099364	-0.0592321	-0.0612972	-0.0425728	-9.26e-05	2283.48
0.0024379	0.0044646	-0.1435822	-0.0099608	-0.0595063	-0.0616282	-0.0427674	-3.52e-05	2296.07
0.0024266	0.0045421	-0.1443156	-0.0099601	-0.0598539	-0.0619204	-0.0429638	-9.49e-05	2308.64
0.0024546	0.0045184	-0.1450021	-0.0099742	-0.0600885	-0.0622997	-0.0431202	-4.64e-05	2321.2
0.0025124	0.0045105	-0.1457033	-0.0099736	-0.0604613	-0.0625421	-0.0433616	-1.16e-05	2333.81
0.0025082	0.0045346	-0.1464218	-0.0099729	-0.0607902	-0.0628661	-0.0436139	2.64e-05	2346.41
0.0024869	0.0045765	-0.1471027	-0.0099405	-0.0610709	-0.0631567	-0.0437777	4.37e-05	2358.99
0.0024531	0.0046486	-0.1478441	-0.0098976	-0.0613208	-0.0635439	-0.0439242	7.04e-05	2371.54
0.0025379	0.004609	-0.1485233	-0.0098494	-0.0617071	-0.0638142	-0.0441343	8.47e-05	2384.1
0.0025501	0.0046386	-0.1491314	-0.0099413	-0.0619372	-0.0640869	-0.0443006	0.00011	2396.68
0.0025358	0.0046144	-0.1497885	-0.00998	-0.0621994	-0.0643954	-0.0444944	0.0001363	2409.25
0.0025591	0.00469	-0.1503775	-0.0099612	-0.0626078	-0.0646839	-0.0446779	0.0001582	2421.84
0.0025874	0.0046739	-0.151037	-0.0099798	-0.0628011	-0.0649417	-0.0448528	0.0001754	2434.43
0.0025557	0.0047091	-0.1517095	-0.0099872	-0.0630479	-0.0651289	-0.0450377	0.0001882	2447.0
0.0025924	0.0047254	-0.1522339	-0.0099586	-0.0633332	-0.0654289	-0.0452	0.0002236	2459.58
0.0025749	0.0047698	-0.1528443	-0.0099367	-0.0635551	-0.0656855	-0.0453215	0.0002614	2472.15
0.0026292	0.0047726	-0.1533264	-0.0099441	-0.0637654	-0.0659406	-0.0454806	0.0002635	2484.74
0.0026609	0.0048259	-0.1538972	-0.0099839	-0.0640201	-0.066235	-0.0456074	0.0002717	2497.32
0.0027448	0.0048441	-0.1543449	-0.0099604	-0.0643106	-0.0664411	-0.0457399	0.0002894	2509.94
0.0026432	0.0048191	-0.1549515	-0.0099415	-0.0644682	-0.0666481	-0.0458875	0.0003111	2522.54
0.0027115	0.0050036	-0.155481	-0.009875	-0.0646313	-0.066896	-0.0460177	0.0003018	2535.17
0.0026105	0.0048809	-0.1558746	-0.0099329	-0.0648223	-0.0671145	-0.0461915	0.0003452	2547.74
0.0025973	0.0048668	-0.1564074	-0.0099656	-0.0650382	-0.0673202	-0.0462848	0.0003354	2560.33
0.0026736	0.0049003	-0.1567877	-0.0099713	-0.0652611	-0.0675216	-0.0464439	0.0003425	2572.9
0.0026805	0.0049023	-0.1572993	-0.0099576	-0.0653682	-0.0676978	-0.0465487	0.0003996	2585.49
0.0027406	0.004878	-0.1577581	-0.0099676	-0.0656521	-0.0678857	-0.0466812	0.0004028	2598.12
0.0027912	0.0048602	-0.1581924	-0.0099614	-0.0659441	-0.0682539	-0.046768	0.0003835	2610.67
