
v1	v2	v3	v4	v5	v6	v7	v8	time
0.0008137	0.001754	-0.0507138	-0.0099222	-0.0191151	-0.0203946	-0.0173155	-0.0036317	862.0
0.0006754	0.0024327	-0.0508019	-0.009779	-0.0221143	-0.0201525	-0.0173541	-0.0036224	877.44
0.0010182	0.0019345	-0.0507979	-0.0096617	-0.0190505	-0.0206062	-0.0171865	-0.0036345	892.91
0.0017469	0.0020225	-0.0504888	-0.0098964	-0.0190514	-0.0201813	-0.0174176	-0.0036556	908.38
0.0006727	0.0019449	-0.050492	-0.0099331	-0.0190037	-0.0201479	-0.01717	-0.003631	923.85
0.0010033	0.0019924	-0.0504782	-0.0099567	-0.0191104	-0.0201435	-0.0171623	-0.0036294	939.32
0.0007444	0.0019261	-0.0504692	-0.0099864	-0.0178883	-0.0203542	-0.0164299	-0.003628	954.79
0.0008389	0.0019968	-0.0506227	-0.0098637	-0.0190662	-0.02084	-0.0169505	-0.0036089	970.21
0.0007926	0.0020536	-0.0507971	-0.0097082	-0.0191491	-0.0201059	-0.0172907	-0.0035946	985.65
0.0008558	0.0019488	-0.0509423	-0.0098823	-0.019185	-0.0203681	-0.0173262	-0.0036126	1001.13
0.0007949	0.0020062	-0.0517552	-0.0096752	-0.0192001	-0.0203621	-0.0174231	-0.0035944	1016.55
0.0008033	0.0019478	-0.0515123	-0.0099229	-0.0195877	-0.0206595	-0.0176413	-0.0035744	1032.01
0.0007639	0.0019769	-0.0518137	-0.009979	-0.0196134	-0.0208605	-0.0175685	-0.0035702	1047.49
0.000814	0.0019637	-0.0521677	-0.0098911	-0.019796	-0.0209247	-0.0176543	-0.003555	1062.98
0.0007931	0.0019722	-0.0525063	-0.0099478	-0.0199352	-0.0210862	-0.0177453	-0.0035508	1078.46
0.000871	0.0019917	-0.0527795	-0.0098938	-0.0200404	-0.0212511	-0.0178807	-0.0035291	1093.92
0.0007668	0.0019256	-0.0524325	-0.0098625	-0.0202002	-0.0213428	-0.0179098	-0.0035037	1109.37
0.0009746	0.0019773	-0.0534436	-0.0099322	-0.020311	-0.0215059	-0.0179525	-0.0034727	1124.86
0.0008378	0.00202	-0.0537284	-0.0098833	-0.020378	-0.0216588	-0.0180878	-0.0034834	1140.34
0.0008209	0.0020149	-0.0540525	-0.0099508	-0.0205913	-0.0218147	-0.0181695	-0.0034733	1155.83
0.0008275	0.0020904	-0.0542848	-0.0099176	-0.0207094	-0.0218998	-0.0181999	-0.0034495	1171.3
0.0008457	0.0020885	-0.0545571	-0.0099041	-0.0207849	-0.0220993	-0.0182669	-0.0034464	1186.74
0.0008406	0.0020273	-0.054949	-0.0099286	-0.0209369	-0.022201	-0.0183967	-0.0034322	1202.17
0.000833	0.0021578	-0.0552177	-0.0099001	-0.0210537	-0.0223801	-0.0185094	-0.0034476	1217.61
0.0007681	0.0019782	-0.0557018	-0.0099058	-0.0212627	-0.0224106	-0.0186273	-0.003407	1233.13
0.0008312	0.0020255	-0.0558994	-0.0099969	-0.0214443	-0.0226411	-0.0186224	-0.0032864	1248.57
0.0008251	0.002055	-0.0561659	-0.0099583	-0.0214115	-0.022793	-0.0186393	-0.0033706	1264.05
0.0010591	0.0020907	-0.0564604	-0.0099428	-0.0216034	-0.0228586	-0.0188274	-0.0033661	1279.51
0.0008281	0.0020646	-0.0567398	-0.0098949	-0.0213634	-0.0228973	-0.0189634	-0.0033498	1294.94
0.0003455	0.0010641	-0.0572902	-0.0097981	-0.0219149	-0.0231757	-0.0190473	-0.0034906	1310.41
0.0008454	0.0021097	-0.0572823	-0.0099459	-0.0219651	-0.0232785	-0.019045	-0.0033352	1325.88
0.000882	0.0020733	-0.0575369	-0.0100269	-0.021978	-0.023335	-0.0190794	-0.0033204	1341.32
